case,run,VB_mm,feed_mm,DOC_mm,material,smcAC_mean,smcAC_rms,smcDC_mean,smcDC_rms,vib_table_mean,vib_table_rms,vib_spindle_mean,vib_spindle_rms,AE_table_mean,AE_table_rms,AE_spindle_mean,AE_spindle_rms,rise
9,9,0.81,0.5,1.5,1,-0.1996674166551945,3.876276937161604,9.607618718204318,9.667004472119824,0.7521320106032378,0.768906069156336,0.286715087890625,0.2883895937494414,0.3692726984728635,0.3767503927175043,0.4107262682022458,0.4189957614588076,1.1602138441751508
10,1,0.0,0.25,1.5,1,-0.2271760952199207,1.5414513077216585,5.378245737221004,5.42995202951967,1.2831458800354658,1.30475538132198,0.2972125922309028,0.2976249950416412,0.1552081976996527,0.1571017086161522,0.1805404324001736,0.182566457786518,0.0
10,2,0.04,0.25,1.5,1,-0.2248836725453294,1.563309053521021,5.46597106634479,5.511096422266115,1.1285691813849583,1.1549751029225677,0.3012110731336805,0.3030014405110518,0.1624500189887152,0.1646306085442595,0.1964233710498985,0.199647897106502,0.014179978108857254
10,3,0.08,0.25,1.5,1,-0.2145002355527638,1.7633441364185596,6.139742119729876,6.188140988878913,1.045743309091566,1.0682341361777454,0.2882199435763889,0.2885246037695406,0.1716860535543097,0.1744057606502442,0.2089380114289947,0.2124976273280604,0.1439505922667578
10,4,0.16,0.25,1.5,1,-0.2085011684495777,1.956906592192884,6.818093220930047,6.870060533155239,1.0394170423395914,1.0593965359184694,0.3000069173177083,0.3004160892434287,0.1990381890993955,0.2021495879041702,0.2176954295256327,0.2208308211136277,0.2695221590134359
10,5,0.25,0.25,1.5,1,-0.1960519527370903,2.19334231979844,7.655955077869656,7.717211245073846,0.903076517016611,0.9146544523089664,0.290113525390625,0.2907193128286566,0.223293243026051,0.2269332415864087,0.2282262217250056,0.2318145064772378,0.4229073009385608
10,6,0.36,0.25,1.5,1,-0.1990753645490792,2.377710322610356,8.310664701041127,8.380286679575358,0.8731705621378312,0.8907084969968508,0.2856480577256944,0.2870147451095758,0.256356570903345,0.2593888478944116,0.298410717927479,0.3017819923193695,0.542514064959165
10,7,0.43,0.25,1.5,1,-0.1969305720778428,2.614487722402273,9.121176339857763,9.196636400069073,0.6941438288489231,0.7058347692744452,0.2811284722222222,0.2821115648876078,0.2747736445730975,0.2780462977144161,0.2901352789386547,0.2928141571082243,0.6961208630499108
10,8,0.47,0.25,1.5,1,-0.2021852889150943,2.8343526497598184,9.463755368326572,9.537227713944905,0.8207913401996715,0.8319415881442154,0.2802501085069444,0.2809629140694777,0.295200782197765,0.2996169156742724,0.3523872111620195,0.3576144976103629,0.8387558760770278
10,9,0.53,0.25,1.5,1,-0.1478336253143761,2.98840175999373,9.500613074609625,9.5655197520433,0.5809736222069655,0.5895646674745075,0.2778091091579861,0.2791594614100217,0.3281479834449174,0.3328150380438193,0.3461458468145398,0.3560299862729131,0.9386935837828935
10,10,0.7,0.25,1.5,1,-0.1815234447445289,3.1118054232894496,9.438015371671872,9.520961027001894,0.5692761684842578,0.5774581751446033,0.29376953125,0.29590338719267,0.3469199341641974,0.3514689280438857,0.4790365585817202,0.5116489155878008,1.018750386535954
11,1,0.0,0.25,0.75,1,-0.2445698412037762,1.0116583128524133,3.518154634824735,3.5436133888871524,1.0803827102305066,1.1152724416941489,0.3050184461805555,0.3054462966623606,0.1373436143663194,0.1384258903307333,0.1734238009982638,0.1751961717380153,0.0
11,2,0.04,0.25,0.75,1,-0.2471087743213557,1.0142464729266618,3.521287719120176,3.5443038048056,0.9387312675574052,0.9704102783116144,0.3015450032552083,0.3018882403751003,0.1401630316840277,0.1411489483418025,0.185430433485243,0.1887259760738632,0.002558334213605314
11,3,0.07,0.25,0.75,1,-0.2488679193501171,1.0771838675917496,3.749357117989619,3.773609221431893,0.9675854411789928,0.997455887550515,0.2900816514756944,0.2903924863035718,0.1305897747714474,0.1317923219133431,0.1700277370876736,0.1725073038878054,0.06477044067831977
11,4,0.07,0.25,0.75,1,-0.247919616271602,1.1692457983035929,4.093402690073251,4.118818415192314,0.9133222339891464,0.9298079230805554,0.2884437391493055,0.2887137672128396,0.1334190538194444,0.134539710608438,0.1820787833164818,0.1853692604397623,0.15577145311726354
11,5,0.08,0.25,0.75,1,-0.2461199174326219,1.1680767697464385,4.071348374364725,4.099477349261779,1.3745585516645316,1.4033118995844165,0.307197265625,0.307552711686438,0.1308770751953125,0.1320059757444905,0.2297812126991774,0.2369033413784277,0.15461589640181653
11,6,0.09,0.25,0.75,1,-0.2365064416904422,1.2406155112644432,4.352915300809872,4.382001266108756,1.200785368351691,1.2271859136231262,0.2907194010416666,0.2909753690522634,0.1333205837673611,0.1346605696138893,0.2182660313556103,0.2248670572115464,0.22631870415464242
11,7,,0.25,0.75,1,-0.2353873829460677,1.289333464832275,4.493845001822949,4.526750223083191,0.8846892833411507,0.9020335515871294,0.2854081217447917,0.2857949954482003,0.1421251763237847,0.1436566203598988,0.2093689547436482,0.2133986965657281,0.2744752338335904
11,8,0.12,0.25,0.75,1,-0.2355733627111684,1.3716704683990266,4.784004050274966,4.825546242224199,0.8088801575474962,0.8215545556654562,0.2944984266493055,0.294900418722799,0.1482701280381944,0.1500184006464825,0.2036104836631847,0.2069374915673096,0.3558633888269488
11,9,0.16,0.25,0.75,1,-0.2292858607950132,1.3024956845603173,4.550750388252881,4.577856592323632,0.8851151145909842,0.9003114520328998,0.3090989854600694,0.3099517891958754,0.1449932183159722,0.1465025194021616,0.1865563234647751,0.1888652822994667,0.28748577262996616
11,10,0.18,0.25,0.75,1,-0.2329967190189328,1.3622778385839238,4.753266613088583,4.78097145872212,0.8388117064825977,0.8504571651746241,0.2800447591145833,0.2807646478325093,0.1477984619140625,0.1494939114224485,0.1818084971251389,0.183768031919168,0.3465789993292538
11,11,0.2,0.25,0.75,1,-0.2350267408522553,1.3714177339803,4.769240364078406,4.800228628157793,0.7993190495047983,0.8199396598455377,0.2884041341145833,0.290278947002443,0.1578718610646115,0.1596979702894916,0.2087039528218231,0.2130241133881365,0.35561356691028406
11,12,0.23,0.25,0.75,1,-0.220589869055143,1.395588322067992,4.902865441580351,4.935621988448601,1.0827347776549376,1.1102388070145728,0.3090241156684027,0.3163205262214614,0.1602406295234383,0.162529537564693,0.2121098432224878,0.2158228955223285,0.3795056140378781
11,13,0.26,0.25,0.75,1,-0.223236937490289,1.574740648291032,5.496146913248995,5.535598607982206,0.642273875351811,0.6560261709685516,0.2851205783420139,0.2876696082282853,0.1612557029937709,0.1636356302811185,0.2225298598319691,0.2262673776256219,0.5565933955022664
